cluster,id,names,feature,value
7,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),danceability,0.641
7,0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa,danceability,0.733
6,0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,danceability,0.758
0,5RfxjgQMne0dRNiORcLtMg,Wolke 4,danceability,0.782
6,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,danceability,0.617
6,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,danceability,0.75
0,1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,danceability,0.829
0,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,danceability,0.79
0,1CmUZGtH29Kx36C1Hleqlz,Thrift Shop (feat. Wanz),danceability,0.781
0,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,danceability,0.782
1,2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),danceability,0.723
7,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),danceability,0.636
6,5LLRo6dCGxg4PZmtSqNzrZ,Human,danceability,0.602
0,6md4w95cnKaW64JyEQ3A0L,Somebody That I Used To Know,danceability,0.862
7,0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,danceability,0.853
3,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,danceability,0.584
4,0pQr5WsobmdZHnuObT0sc2,Astronaut,danceability,0.665
4,698ItKASDavgwZ3WjaWjtz,Faded,danceability,0.468
3,0A9mHc7oYUoCECqByV8cQR,Animals,danceability,0.675
2,4bzBPrGYD3fQfAadLgIiwT,Let Her Go,danceability,0.479
1,29vem0DsWK4224LQyxcmA5,Ai Se Eu Te Pego,danceability,0.65
7,00vk0sEfb6mr2ehwSw0Uhn,Don't Be So Shy - Filatov & Karas Remix,danceability,0.773
0,0Wq6whEjKeAAUi4nEim1DA,Nur noch kurz die Welt retten,danceability,0.885
6,2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,danceability,0.772
7,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),danceability,0.727
2,1ejlaQBxPJ0P27FXJGMi3W,Ich will nur dass du weißt - Radio Edit,danceability,0.616
2,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,danceability,0.609
0,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),danceability,0.799
4,2TSoLv5tMkqikfpM5irrqZ,Still,danceability,0.487
6,4zLBcDtvYNVtF9fnG6lme3,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,danceability,0.548
6,69kCVBamC48sizKB1qNQWE,Herz über Kopf,danceability,0.574
1,62yJjFtgkhUrXktIoSjgP2,Radioactive,danceability,0.448
0,5NZlsLgfdg8HlP8RaXPIeP,Unter meiner Haut - Radio Mix,danceability,0.788
6,0GBdCrn4tQ4sxiaXHV03MP,Hello - Radio Edit,danceability,0.608
6,2TABt0nj3WNPXbka7nzwIt,Hollywood Hills,danceability,0.537
6,1bIVDJC6imJNGSExMwlxy3,Love Me Like You Do,danceability,0.489
6,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),danceability,0.604
2,6GyBgO7IGH7nBdhbogEYnT,Auf anderen Wegen,danceability,0.553
7,378iszndTZAR4dH8kwsLC6,Cheap Thrills (feat. Sean Paul),danceability,0.592
7,5QIG1kl6klZIy0Lu67XNYJ,Welcome to St. Tropez - DJ Antoine vs. Mad Mark Radio Edit,danceability,0.775
0,2Fxmhks0bxGSBdJ92vM42m,bad guy,danceability,0.701
2,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,danceability,0.413
6,5bGG1abhVIUm6EAa36ipRX,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],danceability,0.825
4,5yVIlYEHZxQVLyInCdldoS,Impossible,danceability,0.376
6,6oHDvarQSp0mf5AD1SyNH0,Lieblingsmensch,danceability,0.539
5,4hrAKlxfblnG7llBEEX7TR,Run,danceability,0.285
2,3JvKfv6T31zO0ini8iNItO,Another Love,danceability,0.445
6,2xtnnO9bHKXEmsfetO3ldK,Wie schön du bist,danceability,0.366
0,4ZPXuHp219ujq6QJ9oqteR,Chöre,danceability,0.773
0,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],danceability,0.794
5,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,danceability,0.336
6,2ZoO0uLQRp2WhTlyIH8PJf,Lieder,danceability,0.645
6,0a9npeEQIad1Wr4H1RsLPU,Habits (Stay High),danceability,0.733
0,7nuBU1HCcOwG5f1orN4ByW,A Night Like This,danceability,0.87
6,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,danceability,0.646
6,6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),danceability,0.737
7,3cHyrEgdyYRjgJKSOiOtcS,Timber,danceability,0.581
7,12zpU2S4lMdrK9dvsOoL1m,I Love It (feat. Charli XCX),danceability,0.711
7,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",danceability,0.666
0,2dQzfKRaMKUCQgMpOtpLTh,Bella Ciao - HUGEL Remix,danceability,0.842
6,4lLtanYk6tkMvooU0tWzG8,Grenade,danceability,0.704
5,2j7z87EnqB1NFQts2db0VR,Don't Change,danceability,0.206
6,2MfOcbtgz2yTsiznFmVZUN,Halo,danceability,0.508
1,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,danceability,0.551
2,69RH84na5iUNwrwxpgjC5j,Where Did Our Love Go,danceability,0.567
5,0wokCRaKD0zPNhMRXAgVsr,Ordinary World,danceability,0.473
7,7EsjkelQuoUlJXEw7SeVV4,Black or White,danceability,0.518
4,4I3nztDQ3cPajQtzg59tWx,Don't Get Me Wrong,danceability,0.465
2,1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),danceability,0.629
6,7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),danceability,0.421
0,2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,danceability,0.817
6,2Ms33RTRCT6gArrpcrPxmo,Feel,danceability,0.599
4,15tHagkk8z306XkyOHqiip,"I'll Be There for You - Theme From ""Friends""",danceability,0.32
5,303ccTay2FiDTZ9fZ2AdBt,Music Sounds Better With You,danceability,0.735
7,3Voz5vnFfMu8nrVP6hIYte,This Is How a Heart Breaks,danceability,0.605
0,3K7Q9PHUWPTaknlbFPThn2,Celebration,danceability,0.886
6,6JY1IdkZGeIcPegKxjSKeb,Since U Been Gone,danceability,0.662
7,4Qn1QhHhUT01LfpBnC7xnf,Wild Wild West,danceability,0.724
6,7GAaTpSoTWUTbP2Yxlt4Hd,Need You Now,danceability,0.581
7,1qEHgdFqUxFebMPk8s2HLY,I Don't Feel Like Dancin' - Radio Edit,danceability,0.711
1,1jI1aLmm5HTwiMtvsbwDJw,Who Do You Think You Are,danceability,0.727
6,63CHa6rmamv9OsehkRD8oz,Against All Odds (Take a Look at Me Now) - 2016 Remaster,danceability,0.581
0,4CYyheknaH5R2xfEndtixD,Bust A Move,danceability,0.954
2,3SdTKo2uVsxFblQjpScoHy,Stand By Me,danceability,0.65
6,6urCAbunOQI4bLhmGpX7iS,Don't Speak,danceability,0.52
1,4wswaG5vmNINMZcVBsAyBP,Got My Mind Set On You - Remastered 2004,danceability,0.759
0,1bp2IO61zbQrbWNmKKxg3f,The Joker,danceability,0.596
0,3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love,danceability,0.68
0,5izGeTxueiFX1UPFGohY9w,Addicted To Love,danceability,0.702
1,3XorCFmcupSm5QS6hA9g4N,I Want You,danceability,0.628
6,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),danceability,0.481
0,07ABETRdek3ACMpRPvQuaT,Always on My Mind,danceability,0.533
4,12dU3vAh6AFoJkisorfoUl,Don't Look Back in Anger - Remastered,danceability,0.328
7,5LeDMHIZ5YDZ2b1VOcYVcG,Hot In The City,danceability,0.66
2,3TCauNPqFiniaYHBvEVoHG,Beautiful,danceability,0.456
0,1k28sDTLOz942qa3wEtMQE,O.P.P,danceability,0.848
7,37Q5anxoGWYdRsyeXkkNoI,Heaven Is A Place On Earth,danceability,0.64
7,37a8EdVw7VpAlRG4oASxIm,Out of Touch - Radio Edit,danceability,0.71
3,1UPJoPSCpOzYcRBq5nc586,Underneath the Radar,danceability,0.628
6,6O20JhBJPePEkBdrB5sqRx,Diamonds,danceability,0.562
4,2Ywft2Thbf7mPyoD2ntadi,Suspicious Minds,danceability,0.397
7,70HxNVlYQ0Hi6XqBtPLw80,Lady - Hear Me Tonight,danceability,0.72
0,3lIpkjFnRxJ6Uvm8DgtgfV,Sign Your Name,danceability,0.899
5,3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida,danceability,0.486
0,05oFyvdztPdpwSwpoclD4c,"If You Leave - From ""Pretty In Pink""",danceability,0.635
7,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,danceability,0.979
0,3koCCeSaVUyrRo3N2gHrd8,Let's Groove,danceability,0.869
5,0jWgAnTrNZmOGmqgvHhZEm,What's Up?,danceability,0.565
0,3xzRBn3ywzobJrc1efC7Sb,I Melt with You,danceability,0.535
0,6Lphpr9Z6H282Sguw0dUWa,Le Freak,danceability,0.832
6,1G391cbiT3v3Cywg8T7DM1,Scar Tissue,danceability,0.595
0,2J9yZBKajggHsCmoSiaVCw,Together In Electric Dreams,danceability,0.697
0,5rfJ2Bq2PEL8yBjZLzouEu,Who Can It Be Now?,danceability,0.805
2,5pbajJXEPdcoXQPXoAVR1t,You're Beautiful,danceability,0.675
7,6XxFTFauoIwxcEjeped3Iz,Suicide Blonde,danceability,0.613
5,5gOd6zDC8vhlYjqbQdJVWP,Baker Street,danceability,0.497
0,3QHONiXGMGU3z68mQInncF,"I'll Be Missing You (feat. Faith Evans, 112)",danceability,0.862
4,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,danceability,0.542
5,1dm00I58PW9kfpQ7su2opJ,Wild Horses - Rerecorded,danceability,0.534
0,5jSz894ljfWE0IcHBSM39i,Raspberry Beret,danceability,0.761
3,0Wl42CUb1phIU9O2aR1wXI,Disarm,danceability,0.515
7,1nXTM2CVdaoCySSD5kgt3J,Sweat (A La La La La Long),danceability,0.786
0,2nmaEzFZrSm2aMLtfJDzyG,Werewolves of London,danceability,0.749
7,4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster,danceability,0.598
5,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,danceability,0.529
6,7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered,danceability,0.423
6,6ucR4KfvsBFWCMVFDvyKKl,Apologize,danceability,0.653
1,5ZY7Gug850kv4heJcWZGHM,Just Like Paradise,danceability,0.611
2,0HZhYMZOcUzZKSFwPOti6m,jar of hearts,danceability,0.349
7,6zKMARmU2Ue50cucKnIUR6,Forget You,danceability,0.696
6,6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",danceability,0.52
5,4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,danceability,0.496
4,3Dy4REq8O09IlgiwuHQ3sk,Waterloo,danceability,0.445
2,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,danceability,0.526
7,10Nmj3JCNoMeBQ87uw5j8k,Dani California,danceability,0.556
0,69RRNcyev0eWJsPwssCFFK,Thorn In My Side,danceability,0.702
7,1c9dnQbOzw01ID7X2IsYOE,Slave To Love,danceability,0.661
0,3pbtBomO4Zt5gGiqsYeiBH,Upside Down,danceability,0.873
7,0rhB4opo50ApJy6I3Bxlsc,Stronger (What Doesn't Kill You),danceability,0.561
5,5PRRthP9SLfbXB359MfIWv,I Will Wait,danceability,0.486
7,2olVm1lHicpveMAo4AUDRB,The Power Of Love,danceability,0.768
0,77vCn7iUHH8KAOqdOe1XjY,I'm Outta Love,danceability,0.759
0,6VnpKLtfNH4Dk09YSGPSyR,It Ain't Over 'Til It's Over,danceability,0.679
0,4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,danceability,0.552
6,6dgWWAs5yhWPOtvE1zuoQ1,Big Girls Don't Cry (Personal),danceability,0.707
5,3850dYVgOFIXJh5U4BFEWH,Hung Up,danceability,0.649
0,7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,danceability,0.808
1,64iZLIYuqRR8rNedN0Yvnh,Don't Go Now,danceability,0.5
1,5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,danceability,0.701
0,0dfQwyoZoS9LgQiU6AJO7f,100% Pure Love,danceability,0.811
7,4GhtDORJiSRYxj6M1bv0vX,Love Really Hurts Without You,danceability,0.518
0,6mYrhCAGWzTdF8QnKuchXM,If I Could Turn Back Time,danceability,0.658
0,6vcdzohhBSbNdsZBh5IRpQ,Back for Good - Radio Mix,danceability,0.601
7,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,danceability,0.726
7,4cZ7dRrEPJoyM0m8IF3iTr,Forever Now - 2011 Remastered,danceability,0.619
4,3v4yDypfo94dachEvmjQdj,Miss Independent,danceability,0.656
0,3CAWvns1fmJrNMPk4prasj,Rev It Up,danceability,0.723
7,0PXw9NKvolWTo7U9JkNzmc,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",danceability,0.622
7,1r299qCKBLgUS9XJ9m1kEx,Moves Like Jagger,danceability,0.72
3,6COoRaCNma7V9sBf81y9EK,I Send A Message,danceability,0.816
4,0zv9bOC2NSMd3Fw2HgM5Xn,Whataya Want from Me,danceability,0.438
6,76FZM38RC8XaAjJ77CVTNe,Into You,danceability,0.623
6,5yDL13y5giogKs2fSNf7sj,Glad You Came,danceability,0.722
7,7DSAEUvxU8FajXtRloy8M0,Flowers,danceability,0.706
6,2hns6Dv29Yrg68AVTJiAyA,Who Knew - Edit,danceability,0.688
7,3rUGC1vUpkDG9CZFHMur1t,greedy,danceability,0.749
7,6Knv6wdA0luoMUuuoYi2i1,My House,danceability,0.688
7,0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,danceability,0.706
1,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),danceability,0.677
6,1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),danceability,0.587
4,4Dvkj6JhhA12EX05fT7y2e,As It Was,danceability,0.52
7,4E6cwWJWZw2zWf7VFbH7wf,Love Song,danceability,0.583
7,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,danceability,0.858
2,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),danceability,0.728
1,30XU4suKzCeoCK9YFzdufg,Born This Way,danceability,0.587
6,3OHfY25tqY28d16oZczHc8,Kill Bill,danceability,0.644
7,7gaA3wERFkFkgivjwbSvkG,"yes, and?",danceability,0.787
7,7EQGXaVSyEDsCWKmUcfpLk,Die Young,danceability,0.711
6,2Z8WuEywRWYTKe1NybPQEW,Ride,danceability,0.645
6,0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),danceability,0.733
0,7BKLCZ1jbUBVqRi2FVlTVw,Closer,danceability,0.748
7,7HdXRMw14roDx2a0COWk3M,This Is Why,danceability,0.731
4,44ONERBHALxftQNWq6dmyd,Side To Side,danceability,0.649
1,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),danceability,0.561
7,5x9ElMtD3xy0verHZWOGqr,Houdini,danceability,0.739
7,5YqEzk3C5c3UZ1D5fJUlXA,Sunroof,danceability,0.768
4,1V6gIisPpYqgFeWbMLI0bA,Heart Attack,danceability,0.504
6,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,danceability,0.532
7,1DSJNBNhGZCigg9ll5VeZv,(You Drive Me) Crazy,danceability,0.748
4,17phhZDn6oGtzMe56NuWvj,Lose Control,danceability,0.561
4,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,danceability,0.596
7,6I9VzXrHxO9rA9A5euc8Ak,Toxic,danceability,0.774
6,4lhqb6JvbHId48OUJGwymk,Hey Brother,danceability,0.545
6,5mHdCZtVyb4DcJw8799hZp,Escapism.,danceability,0.538
7,1yjY7rpaAQvKwpdUliHx0d,Still into You,danceability,0.602
7,0xmjwnQ3FNE6HuWCt2nHdZ,Where Is The Love?,danceability,0.834
6,1vYh9x8UmFTLbXiizk9Qc5,I Believe,danceability,0.749
7,4gXHG9domIKO6FIViDISA4,Cupid - Twin Ver.,danceability,0.775
7,0BxfFnk0YzONqvmrkO0QrB,Don't Cha,danceability,0.875
7,0w5Bdu51Ka25Pf3hojsKHh,Hard Times,danceability,0.695
6,3LVs4BtJfvCjhwzksTjQvJ,ARCTiC GLOW,danceability,0.757
5,3OgZdIAHaDMOtYq8Z5iCQ5,Believe,danceability,0.332
2,26b3oVLrRUaaybJulow9kz,People,danceability,0.573
0,69kOkLUCkxIZYexIgSG8rq,Get Lucky (feat. Pharrell Williams and Nile Rodgers),danceability,0.81
5,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,danceability,0.209
1,3KoTtGEDiBwUWzdRQVh9lh,Last Friday Night (T.G.I.F.),danceability,0.652
5,5Ohxk2dO5COHF1krpoPigN,Sign of the Times,danceability,0.516
1,74xCG0lf2XiPtqAua1iGfx,Wrong Type,danceability,0.803
7,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,danceability,0.755
4,6Uy6K3KdmUdAfelUp0SeXn,Brave,danceability,0.551
0,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,danceability,0.782
6,4fixebDZAVToLbUCuEloa2,Womanizer,danceability,0.724
5,2RSHsoi04658QL5xgQVov3,Bad Liar,danceability,0.307
7,6pSuoXaZ8X6bxHmSsYpkNB,BIG GIRL BANGER,danceability,0.962
6,3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,danceability,0.603
0,3USxtqRwSYz57Ewm6wWRMp,Heat Waves,danceability,0.761
6,3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,danceability,0.662
7,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),danceability,0.727
7,6r1ygpKNXg7deq18rzyM7F,Teenage Dream,danceability,0.719
4,1Q6zV75Yo6ckqE9qAikP0T,Splashy,danceability,0.519
7,0U10zFw4GlBacOy9VDGfGL,We Found Love,danceability,0.735
7,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",danceability,0.666
7,3bC1ahPIYt1btJzSSEyyrF,Whistle,danceability,0.747
6,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,danceability,0.443
6,0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. Jay-Z),danceability,0.664
4,4uRxSAu5i1o0v65aBGMQz6,Neon Hong Kong,danceability,0.494
7,0C4ejWmOTMv8vuYj85mf8m,S&M,danceability,0.767
5,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),danceability,0.427
2,5QVVjX0ZItqlVpEuVCM9Yg,This Love (Taylor’s Version),danceability,0.47
6,51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),danceability,0.645
0,1rnlaw43OcQ0qrQvBw6fl1,Lady Shady,danceability,0.797
7,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,danceability,0.796
6,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,danceability,0.705
7,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,danceability,0.866
4,3l9CW99AHtExIRV4hW2N5m,Misery Business,danceability,0.517
2,5viGkmJWkWqtuuj0100lAY,Bait,danceability,0.741
6,47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,danceability,0.635
6,6tNgRQ0K2NYZ0Rb9l9DzL8,obsessed,danceability,0.68
2,2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),danceability,0.689
7,2i2gDpKKWjvnRTOZRhaPh2,Moonlight,danceability,0.64
6,1QDeeQQ2Kl46CXL3Ic1bw2,Colours,danceability,0.561
0,5NRtdsFFlmyE8qDMgS08PE,Running Out Of Time,danceability,0.736
7,2iuZJX9X9P0GKaE93xcPjk,Sugar,danceability,0.748
2,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,danceability,0.678
7,2fQxE0jVrjNMT9oJAXtSJR,Domino,danceability,0.758
5,6XaAlIFSLQ1dAv8YTC5455,MR. YELLOW TAPE,danceability,0.502
7,70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,danceability,0.708
2,5odlY52u43F5BjByhxg7wg,golden hour,danceability,0.515
6,4llK75pXNWZz6KAho2Gp16,She Will Be Loved,danceability,0.651
1,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,danceability,0.749
6,4UlcyqEAKetKwxTq4EXvwp,Honestly,danceability,0.836
6,4Ub8UsjWuewQrPhuepfVpd,Pompeii,danceability,0.679
7,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,danceability,0.726
4,49FYlytm3dAAraYgpoJZux,Umbrella,danceability,0.585
2,0vg4WnUWvze6pBOJDTq99k,You're Beautiful,danceability,0.675
1,6KhCaFJ1qqXG20uVg70YAQ,PAUL WALKER,danceability,0.695
6,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,danceability,0.482
4,2fTsFCKRFQ5M0igJgabnLA,Price Tag,danceability,0.636
6,4lLtanYk6tkMvooU0tWzG8,Grenade,danceability,0.704
6,7xYnUQigPoIDAMPVK79NEq,Run It!,danceability,0.846
1,10resTtKxVLJNT0KnY4NFP,Mo Money (feat. Jadakiss),danceability,0.571
6,6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,danceability,0.672
6,7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),danceability,0.421
7,0ct6r3EGTcMLPtrXHDvVjc,The Nights,danceability,0.527
6,0F3v8p8ZnEGtZDxNcJ5Klq,Unstoppable - R3HAB Remix,danceability,0.678
6,2UijQcg9x42vsbXYh0PzPO,Oh My Love,danceability,0.635
7,0pqnGHJpmpxLKifKRmU6WP,Believer,danceability,0.776
6,2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,danceability,0.612
5,3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida,danceability,0.486
6,0rMuFOja3DhVSuXQeae25C,Sleep,danceability,0.674
6,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),danceability,0.604
7,7Ie9W94M7OjPoZVV216Xus,Not Afraid,danceability,0.855
6,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,danceability,0.532
7,7F96KtKIOWDuK7ElvMLlne,Above the Clouds,danceability,0.709
5,1FpVJ7HpZInE2GvhVE2TwT,Legends Never Die,danceability,0.498
6,0LMwmV37RCmBO2so0szAFs,Whatever,danceability,0.58
6,4VrWlk8IQxevMvERoX08iC,Chandelier,danceability,0.399
6,4M9kHcpZQZNzRnAhIQ1YLM,The World Is Mine,danceability,0.736
6,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,danceability,0.646
6,4lhqb6JvbHId48OUJGwymk,Hey Brother,danceability,0.545
7,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,danceability,0.704
6,5l8wENUFbfKUtzmazIGZBU,Roaring 20s,danceability,0.647
7,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,danceability,0.579
6,0zqBZqm5czQ3A4EoSdKFHj,Man On The Moon,danceability,0.668
1,5LOTtadWBsGDLMQMC0tl2z,Life,danceability,0.607
6,2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,danceability,0.663
7,5YPMEOJ58kfl56VHxTgwx3,Play Hard (feat. Ne-Yo & Akon),danceability,0.691
6,1Lty1laQpjkzisBZ1dG2R8,Same Heart,danceability,0.654
6,47AUpATUatp72I5Ctmh8I4,Airplanes (feat. Hayley Williams of Paramore),danceability,0.658
4,37sINbJZcFdHFAsVNsPq1i,Superheroes,danceability,0.49
3,1xX9gGl2ywrDufCa0nmLPG,Automatic,danceability,0.521
7,54ipXppHLA8U4yqpOFTUhr,Bones,danceability,0.772
6,5hFD05PfvZUPbJ5JtwpEab,A Better Day,danceability,0.687
